"eventDate"|"decimalLatitude"|"decimalLongitude"|"countryCode"|"stateProvince"|"taxonID"
"2008-05-14"|-1.2966289676|29.556417965|"CD"|"Kivu"|147661
"2008-05-14"|-1.3991264975|29.4703035457|"CD"|"Kivu"|147661
"2008-05-14"|-1.3215820554|29.5403585021|"CD"|"Kivu"|147661
"2008-05-14"|-1.2591097341|29.5288922884|"CD"|"Kivu"|147661
"2008-05-14"|-1.2670951971|29.5363700693|"CD"|"Kivu"|147661
"2008-05-14"|-1.3406907008|29.4449655562|"CD"|"Kivu"|147661
"2008-05-14"|-1.3473049618|29.5302896468|"CD"|"Kivu"|147661
"2008-05-14"|-1.3969052122|29.5934164339|"CD"|"Kivu"|147661
"2008-05-14"|-1.2372710992|29.5046550555|"CD"|"Kivu"|147661
"2008-05-14"|-1.2502156432|29.5975467422|"CD"|"Kivu"|147661
"2008-05-14"|-1.3946560729|29.5727836617|"CD"|"Kivu"|147661
"2008-05-14"|-1.2587736106|29.50866508|"CD"|"Kivu"|147661
"2008-05-14"|-1.2578994133|29.4568684293|"CD"|"Kivu"|147661
"2008-05-14"|-1.2751555324|29.4875615494|"CD"|"Kivu"|147661
"2007-12-28"|-0.1447889747|29.4946516377|"CD"|"Kivu"|147661
"2010-02-20"|-1.1523835702|29.631264681|"UG"|"Kanungu"|147661
"2016-09-11"|-1.4452178507|29.9920599385|"RW"|"Amajyaruguru"|147661
"2018-09-28"|-1.1742796532|29.6510078799|"UG"|"Kabale"|147661
"2018-09-28"|-1.1893016701|29.6925959549|"UG"|"Kabale"|147661
"2015-03-10"|-1.1471884896|29.6498452717|"UG"|"Kabale"|147661
"2015-07-24"|-2.3095587908|28.7537875492|"CD"|"Kivu"|147660
"2013-10-08"|-1.5207845855|29.4581827128|"RW"|"Amajyaruguru"|147661
"2003-11-16"|0.8994500284|15.1706078097|"CG"|"Sangha"|147662
"2021-07-27"|-1.0240434663|29.6860784374|"UG"|"Kanungu"|147661
"2015-05-30"|2.393114645|16.2541904316|"CF"|"Sangha-Mba̩r̩"|147662
"2023-02-16"|-1.5559801387|29.4322054668|"RW"|"Iburengerazuba"|147661
"2019-06-27"|-1.0178126696|29.6549131685|"UG"|"Kabale"|147661
"1999-01-04"|2.216440973|16.2117324052|"CG"|"Sangha"|147662
"2020-10-22"|0.5273435249|10.2128456286|"GA"|"Estuaire"|147662
"2017-01-04"|-0.8392089128|29.7361552238|"UG"|"Kanungu"|147661
"2017-01-04"|-0.8525168162|29.6254832169|"UG"|"Kanungu"|147661
"2023-02-26"|-1.0521369234|29.7861230847|"UG"|"Kabale"|147661
"2012-08-09"|-1.0029370783|29.6453690533|"UG"|"Kanungu"|147661
"2002-08-29"|1.3204308755|14.9152259576|"CG"|"Sangha"|147662
"2013-03-14"|-1.0145225713|29.631798481|"UG"|"Kanungu"|147661
"2013-03-14"|-1.063254959|29.6682060325|"UG"|"Kanungu"|147661
"2013-03-14"|-1.0956304116|29.6847363604|"UG"|"Kanungu"|147661
"2020-07-15"|-1.1484637873|29.6293879356|"UG"|"Kanungu"|147661
"2020-06-26"|-1.076114743|29.6325875946|"UG"|"Kanungu"|147661
"2020-06-18"|-1.1733666664|29.7468550885|"UG"|"Kanungu"|147661
"2020-06-19"|-1.0449966744|29.6772871283|"UG"|"Kanungu"|147661
"2020-06-18"|-1.0564901231|29.6041923947|"UG"|"Kanungu"|147661
"2020-06-18"|-1.1147252442|29.7073739373|"UG"|"Kanungu"|147661
"2020-06-18"|-1.0074776384|29.7844971123|"UG"|"Kanungu"|147661
"2017-07-11"|-1.4526720644|29.5437695322|"RW"|"Amajyaruguru"|147661
"2015-03-06"|-1.0882323502|29.6108466492|"UG"|"Kisoro"|147661
"2017-04-01"|-1.0184056583|29.7420581569|"UG"|"Kisoro"|147661
"2013-08-26"|-1.4562381835|29.442753182|"RW"|"Amajyaruguru"|147661
"2022-09-02"|2.6252253258|14.6315203022|"CM"|"Est"|147662
"2022-09-02"|2.6135221665|14.709040336|"CM"|"Est"|147662
"2022-09-02"|2.7038637131|14.7809954868|"CM"|"Est"|147662
"2022-09-02"|2.7575311399|14.7115286431|"CM"|"Est"|147662
"2022-09-02"|2.7855601285|14.6056343225|"CM"|"Est"|147662
"2015-07-27"|-1.0889175084|29.6338566216|"UG"|"Kanungu"|147661
"2015-07-27"|-0.8552493509|29.7049632966|"UG"|"Kanungu"|147661
"2015-07-27"|-0.9806969846|29.7921892739|"UG"|"Kanungu"|147661
"2016-06-04"|0.7445110881|15.0481028745|"CG"|"Cuvette-Ouest"|147662
"2019-05-04"|-1.1147203536|29.7263823074|"UG"|"Kanungu"|147661
"2016-06-02"|0.0450857804|14.9078186931|"CG"|"Cuvette-Ouest"|147662
"2016-06-03"|0.7240335724|15.0964523971|"CG"|"Cuvette-Ouest"|147662
"2019-10-13"|-1.1875926746|29.7786404064|"UG"|"Kanungu"|147661
"2021-02-07"|-1.3735171414|29.6331211483|"UG"|"Kisoro"|147661
"2018-01-14"|-1.4313483001|29.4949929825|"RW"|"Amajyaruguru"|147661
"2016-02-12"|-4.0407687362|11.3871022188|"CG"|"Kouilou"|147662
"2007-10-31"|0.0960089378|12.8373102843|"GA"|"Ogoou̩-Lolo"|147662
"2015-12-31"|-1.4134130438|29.4360686857|"RW"|"Amajyaruguru"|147661
"2011-09-05"|-1.0891459949|29.6456823712|"UG"|"Kisoro"|147661
"2019-08-09"|-1.0362250809|29.6960285856|"UG"|"Kanungu"|147661
"2019-08-09"|-1.1537982626|29.7583077893|"UG"|"Kanungu"|147661
"2019-08-09"|-1.0423162879|29.6422171481|"UG"|"Kanungu"|147661
"2019-08-09"|-1.0224712135|29.7078092465|"UG"|"Kanungu"|147661
"2015-11-22"|-1.5190236185|29.7807780049|"RW"|"Amajyaruguru"|147661
"2021-03-06"|-1.5584825383|29.5203686011|"RW"|"Amajyaruguru"|147661
"2014-08-22"|-1.4025697845|29.8864792365|"UG"|"Kabale"|147661
"2016-06-15"|2.3906635065|10.1866121522|"CM"|"Sud"|147662
"2004-07-17"|-0.8881371313|29.7863994155|"UG"|"Kanungu"|147661
"2018-07-21"|-1.1023397866|29.6502041937|"UG"|"Kanungu"|147661
"2011-03-15"|2.3907722589|16.4664052539|"CG"|"Sangha"|147662
"2011-03-16"|2.3133276812|16.5597122639|"CG"|"Sangha"|147662
"2011-03-17"|2.2351214799|16.4761650369|"CG"|"Sangha"|147662
"2011-03-17"|2.3777794886|16.50687962|"CG"|"Sangha"|147662
"2011-03-18"|2.5690321633|16.3738509963|"CF"|"Sangha-Mba̩r̩"|147662
"2011-03-19"|2.5540535522|16.2706294281|"CF"|"Sangha-Mba̩r̩"|147662
"2016-10-16"|-1.2044475233|29.3841062696|"CD"|"Kivu"|147661
"2016-11-24"|-1.428855625|29.4084696743|"RW"|"Amajyaruguru"|147661
"2022-04-29"|-0.123451871|11.4962894171|"GA"|"Ogoou̩-Ivindo"|147662
"2019-08-18"|-1.1485947527|29.6733424113|"UG"|"Kanungu"|147661
"2015-10-01"|-0.9462502886|29.671277507|"UG"|"Kanungu"|147661
"2017-08-10"|-1.5529445153|29.4110899669|"CD"|"Kivu"|147661
"2017-11-05"|-1.5874188375|29.4108008453|"RW"|"Amajyaruguru"|147661
"2019-07-13"|-1.4421920864|29.4001690513|"RW"|"Amajyaruguru"|147661
"2023-04-14"|2.8183308355|16.4582663744|"CF"|"Sangha-Mba̩r̩"|147662
"2019-08-15"|-1.0533254746|29.7359556019|"UG"|"Kisoro"|147661
"2019-08-15"|-1.0360614855|29.7771133463|"UG"|"Kisoro"|147661
"2017-03-02"|-1.548926148|29.4136832817|"RW"|"Amajyaruguru"|147661
"2017-03-02"|-1.5110933881|29.4425263181|"RW"|"Amajyaruguru"|147661
"2009-02-23"|-1.4684948939|29.5387690568|"RW"|"Amajyaruguru"|147661
"2009-02-23"|-1.4759666253|29.4188938875|"RW"|"Amajyaruguru"|147661
"2022-05-16"|-1.6831176989|12.9403183311|"GA"|"Haut-Ogoou̩"|147662
"2013-08-17"|-1.266019677|29.6611229279|"UG"|"Kisoro"|147661
"2012-04-28"|-1.0225882693|29.7016899764|"UG"|"Kanungu"|147661
"2009-02-19"|-1.4320775326|29.5899078119|"RW"|"Amajyaruguru"|147661
"2009-02-19"|-1.5313133211|29.4955270812|"RW"|"Amajyaruguru"|147661
"2021-04-12"|-0.2400705462|12.1240925246|"GA"|"Ogoou̩-Ivindo"|147662
"2020-01-11"|-0.2880002431|12.0364545319|"GA"|"Ogoou̩-Ivindo"|147662
"2020-01-16"|-0.3776478548|12.1958736117|"GA"|"Ogoou̩-Ivindo"|147662
"2019-03-05"|-0.9952984831|29.7214866992|"UG"|"Kanungu"|147661
"2023-02-16"|-0.8246979023|29.7799968874|"UG"|"Kanungu"|147661
"2021-07-07"|-0.2926069161|11.9940077118|"GA"|"Ogoou̩-Ivindo"|147662
"2021-07-23"|-0.3046346161|11.832150706|"GA"|"Ogoou̩-Ivindo"|147662
"2021-07-17"|-0.2525201188|11.9530004937|"GA"|"Ogoou̩-Ivindo"|147662
"2016-06-05"|-1.0949880811|29.7494618813|"UG"|"Kanungu"|147661
"2016-06-05"|-1.1718518253|29.6858768867|"UG"|"Kanungu"|147661
"2016-06-05"|-1.1997306537|29.7053178312|"UG"|"Kanungu"|147661
"2016-06-05"|-1.057814428|29.7799896255|"UG"|"Kanungu"|147661
"2016-06-05"|-1.1701448347|29.6468069529|"UG"|"Kanungu"|147661
"2016-06-05"|-1.0260101139|29.7315179571|"UG"|"Kanungu"|147661
"2016-06-05"|-1.0942792381|29.7477439182|"UG"|"Kanungu"|147661
"2016-06-05"|-1.1498765811|29.7078294876|"UG"|"Kanungu"|147661
"2016-06-05"|-1.0642202618|29.773887243|"UG"|"Kanungu"|147661
"2016-06-05"|-1.1326016389|29.6303504359|"UG"|"Kanungu"|147661
"2016-06-05"|-1.0303502732|29.705460095|"UG"|"Kanungu"|147661
"2021-09-13"|-1.7211505488|12.894199967|"GA"|"Haut-Ogoou̩"|147662
"2021-09-14"|-1.7110249189|12.9304297796|"GA"|"Haut-Ogoou̩"|147662
"2021-08-09"|-1.6516099498|12.8495419731|"GA"|"Haut-Ogoou̩"|147662
"2021-09-13"|-1.7387120541|12.8841020013|"GA"|"Haut-Ogoou̩"|147662
"2005-09-19"|-1.5484034573|29.5135391955|"RW"|"Amajyaruguru"|147661
"2016-11-09"|-1.0126772297|29.6267251769|"UG"|"Kanungu"|147661
"2017-07-09"|-1.4164922499|29.4262621876|"RW"|"Iburengerazuba"|147661
"2017-03-18"|-1.256482106|29.5328469851|"CD"|"Kivu"|147661
"2020-06-09"|-1.7112545502|12.8983490524|"GA"|"Haut-Ogoou̩"|147662
"2020-05-19"|-1.6777889621|12.8397076559|"GA"|"Haut-Ogoou̩"|147662
"2020-07-19"|-1.6268464864|12.868073821|"GA"|"Haut-Ogoou̩"|147662
"2020-06-04"|-1.6202516023|12.9444804384|"GA"|"Haut-Ogoou̩"|147662
"2017-07-14"|-2.2326237032|28.6736101297|"CD"|"Kivu"|147660
"2021-08-06"|-1.1967075|29.786247636|"UG"|"Kabale"|147661
"2021-07-09"|-0.4417046588|12.1380320533|"GA"|"Ogoou̩-Ivindo"|147662
"2019-08-06"|-1.52666564|29.5533784024|"RW"|"Iburengerazuba"|147661
"2011-11-16"|-1.1937917613|29.7302077963|"UG"|"Kisoro"|147661
"2020-07-25"|-1.7398651853|12.8414986485|"GA"|"Haut-Ogoou̩"|147662
"2020-07-27"|-1.6027604818|12.9710223672|"GA"|"Haut-Ogoou̩"|147662
"2023-05-18"|-1.3842947986|29.6241483108|"UG"|"Kisoro"|147661
"2019-08-15"|-1.0021160376|29.6111339849|"UG"|"Kisoro"|147661
"2019-08-15"|-1.1880819432|29.7647864684|"UG"|"Kisoro"|147661
"2023-05-01"|-1.0788658134|29.7232559455|"UG"|"Kanungu"|147661
"1980-01-01"|-1.0579234702|29.7279851242|"UG"|"Kanungu"|147661
"2023-06-09"|-1.0800366334|29.6481845149|"UG"|"Kisoro"|147661
"2019-07-29"|-1.0168260046|29.7007180071|"UG"|"Kanungu"|147661
"2019-07-12"|-0.8498744265|29.6186969077|"UG"|"Kanungu"|147661
"2016-06-12"|-1.4897900183|29.4597158099|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.5493510479|29.5001452837|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.4948626519|29.4040132059|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.47583729|29.4250465171|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.5220019235|29.4234037725|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.5717348198|29.5487372487|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.480234133|29.436388813|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.5459264251|29.4245788625|"RW"|"Amajyaruguru"|147661
"2016-06-12"|-1.5343137637|29.4924247209|"RW"|"Amajyaruguru"|147661
"2016-06-11"|-1.4895611178|29.501553819|"RW"|"Amajyaruguru"|147661
"2022-11-15"|-1.6850924456|12.8191706101|"GA"|"Haut-Ogoou̩"|147662
"2017-10-27"|-1.5520750874|29.451073208|"RW"|"Amajyaruguru"|147661
"2018-07-12"|-1.0729271116|29.6763797331|"UG"|"Kisoro"|147661
"2018-07-12"|-1.3856721267|29.6651483913|"UG"|"Kisoro"|147661
"2018-07-12"|-1.2116624814|29.6577835415|"UG"|"Kisoro"|147661
"2018-07-12"|-1.3627892144|29.7639011951|"UG"|"Kisoro"|147661
"2017-09-18"|-1.5093940286|29.565350041|"RW"|"Amajyaruguru"|147661
"2022-11-23"|6.2856882108|9.3505797809|"NG"|"Cross River"|126105
"2018-07-12"|-1.171199146|29.6790473028|"UG"|"Kisoro"|147661
"2018-07-12"|-1.0646878767|29.6908514415|"UG"|"Kanungu"|147661
"2018-07-12"|-1.0003564289|29.6249605049|"UG"|"Kanungu"|147661
"2018-04-20"|-0.8015589211|29.7397145067|"UG"|"Kanungu"|147661
"2019-06-23"|-0.9502161972|29.7679085445|"UG"|"Kanungu"|147661
"2016-09-14"|-1.1688166394|29.7434122656|"UG"|"Kisoro"|147661
"2012-09-04"|-1.0638505797|29.653765037|"UG"|"Kisoro"|147661
"2017-07-17"|-1.2425949938|29.4614996278|"CD"|"Kivu"|147661
"2022-10-31"|-0.8587237372|29.6527901919|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9570716381|29.6823558147|"UG"|"Kanungu"|147661
"2022-10-31"|-0.8426787903|29.6914648531|"UG"|"Kanungu"|147661
"2022-10-31"|-0.8980560004|29.7392616085|"UG"|"Kanungu"|147661
"2022-10-31"|-0.8201368981|29.6345408848|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9960822455|29.6443619687|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9462319722|29.6221696713|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9615007392|29.7491454109|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9935802777|29.600588406|"UG"|"Kanungu"|147661
"2022-10-31"|-0.8861072114|29.7225600331|"UG"|"Kanungu"|147661
"2022-10-31"|-0.8178437067|29.6942865731|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9698013146|29.654965349|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9794646848|29.7579803454|"UG"|"Kanungu"|147661
"2022-10-31"|-0.876444576|29.6144733174|"UG"|"Kanungu"|147661
"2022-10-31"|-0.8620967261|29.759930668|"UG"|"Kanungu"|147661
"2022-10-31"|-0.9873421898|29.7475410676|"UG"|"Kanungu"|147661
"2022-10-31"|-0.8796206643|29.6160709559|"UG"|"Kanungu"|147661
"2016-02-12"|-1.0259089637|29.7476031248|"UG"|"Kisoro"|147661
"2019-08-01"|-1.1983882039|29.6406352059|"UG"|"Kisoro"|147661
"2018-06-26"|-1.7753198429|12.8220437303|"GA"|"Haut-Ogoou̩"|147662
"2022-12-08"|-1.2173961132|29.6979680536|"UG"|"Kisoro"|147661
"2017-03-05"|-3.0781708948|15.5305284881|"CG"|"Pool"|147662
"2017-03-05"|-3.1317571512|15.5637430196|"CG"|"Pool"|147662
"2017-03-05"|-3.112646387|15.4327987087|"CG"|"Pool"|147662
"2023-06-15"|-1.7057882573|12.8462394068|"GA"|"Haut-Ogoou̩"|147662
"2022-11-19"|-1.4377188049|29.7952456381|"RW"|"Amajyaruguru"|147661
"2006-07-20"|-1.4832608305|29.4865152721|"RW"|"Amajyaruguru"|147661
"2021-10-23"|-1.5499916852|29.3401670515|"CD"|"Kivu"|68790
"2013-12-30"|-1.2764959751|29.9407283195|"UG"|"Kabale"|147661
"2019-09-03"|0.2614046282|14.9927425052|"CG"|"Cuvette-Ouest"|147662
"2022-12-12"|-2.0678851532|9.4782993846|"GA"|"Ogoou̩-Maritime"|147662
"2022-12-13"|-1.6123649688|12.9852941751|"GA"|"Haut-Ogoou̩"|147662
"2018-06-26"|-1.6758700813|12.9106078985|"GA"|"Haut-Ogoou̩"|147662
"2018-11-23"|-1.0568830577|29.6115150083|"UG"|"Kanungu"|147661
"2019-06-23"|-0.9756504317|29.7376291179|"UG"|"Kanungu"|147661
"2021-09-06"|-1.4209961603|29.5262503848|"RW"|"Amajyaruguru"|147661
"2021-09-06"|-1.4208303264|29.4836634925|"RW"|"Amajyaruguru"|147661
"2007-08-17"|2.9591680774|16.5102086685|"CF"|"Sangha-Mba̩r̩"|147662
"2007-08-18"|2.8704997047|16.4114489583|"CF"|"Sangha-Mba̩r̩"|147662
"2007-08-18"|2.9844520405|16.5065487666|"CF"|"Sangha-Mba̩r̩"|147662
"2007-08-23"|2.3848139943|16.576315341|"CG"|"Sangha"|147662
"2007-08-23"|2.3051845219|16.4258206705|"CG"|"Sangha"|147662
"2007-08-24"|2.2573924988|16.4050632627|"CG"|"Sangha"|147662
"2022-07-12"|-1.0333664656|29.6054448052|"UG"|"Kanungu"|147661
"2023-06-25"|-1.0956289857|29.663747662|"UG"|"Kanungu"|147661
"2023-06-25"|-1.0285590197|29.70543957|"UG"|"Kisoro"|147661
"2023-06-25"|-1.1892561425|29.6742149812|"UG"|"Kisoro"|147661
"2023-06-25"|-1.1963559913|29.6037768266|"UG"|"Kanungu"|147661
"2021-10-30"|-1.5995766462|29.5164749543|"CD"|"Kivu"|147661
"2019-09-16"|-1.5822886144|29.5805659312|"RW"|"Amajyaruguru"|147661
"2003-03-17"|-1.3321948051|29.6193828171|"UG"|"Kisoro"|147661
"2017-01-07"|-0.9088863793|29.761542848|"UG"|"Kanungu"|147661
"2017-01-08"|-0.812188472|29.7150207249|"UG"|"Kanungu"|147661
"2019-08-27"|-1.6788712771|12.9321483059|"GA"|"Haut-Ogoou̩"|147662
"2019-02-10"|-1.6888089568|12.8997999195|"GA"|"Haut-Ogoou̩"|147662
"2019-08-28"|-1.6269244284|12.867956668|"GA"|"Haut-Ogoou̩"|147662
"2023-06-14"|-0.8341728883|29.6769203921|"UG"|"Kanungu"|147661
"2020-07-08"|0.1999581975|14.9786601384|"CG"|"Cuvette-Ouest"|147662
"2017-07-07"|-0.8066345057|29.6315671149|"UG"|"Kanungu"|147661
"2017-12-03"|-1.2184987237|29.6562850168|"UG"|"Kisoro"|147661
"2023-06-14"|-1.1723637104|29.7339178716|"UG"|"Kisoro"|68790
"2023-06-14"|-1.17071696|29.6221426326|"UG"|"Kisoro"|68790
"2023-06-16"|-1.4011634796|29.4587299659|"RW"|"Amajyaruguru"|147661
"1986-08-09"|-1.5983709056|29.4983510964|"RW"|"Amajyaruguru"|147661
"2023-06-16"|-1.5395143848|29.5922284918|"RW"|"Amajyaruguru"|147661
"2023-06-16"|-1.4739252467|29.4556657931|"RW"|"Amajyaruguru"|147661
"2019-07-06"|0.9021774077|14.7003523861|"CG"|"Cuvette-Ouest"|147662
"2023-06-19"|-1.5756837897|29.5057704504|"RW"|"Amajyaruguru"|147661
"2023-06-16"|-2.2413996773|28.7308929423|"CD"|"Kivu"|147661
"2019-09-29"|0.6161811064|15.3703382656|"CG"|"Sangha"|147662
"2021-11-11"|0.0072448451|14.9759256206|"CG"|"Cuvette-Ouest"|147662
"2021-06-12"|-3.0051966804|15.4650502624|"CG"|"Pool"|147662
"2021-05-09"|-1.6055918879|12.8682039443|"GA"|"Haut-Ogoou̩"|147662
"2019-10-04"|0.7937901625|15.3593874636|"CG"|"Sangha"|147662
"2021-11-03"|-0.3804033934|11.630146427|"GA"|"Ogoou̩-Ivindo"|147662
"1990-01-09"|-2.2914216121|28.090893653|"CD"|"Kivu"|147660
"2019-09-29"|-1.0459130078|29.6261462357|"UG"|"Kisoro"|147661
"1992-01-29"|-0.1495829581|29.584742018|"CD"|"Kivu"|147661
"2012-09-07"|-1.4273143649|29.6659857597|"RW"|"Amajyaruguru"|147661
"2021-02-27"|-1.0683714666|29.6981924629|"UG"|"Kanungu"|147661
"2019-10-02"|-1.1789846817|29.7618608678|"UG"|"Kanungu"|147661
"2019-10-02"|-1.0599753714|29.7381914793|"UG"|"Kanungu"|147661
"2001-10-18"|-1.3540840787|29.6637235607|"UG"|"Kisoro"|147661
"2001-10-26"|-1.2526558704|29.7378431022|"UG"|"Kisoro"|147661
"2017-02-12"|-1.0540701325|29.6387767053|"UG"|"Kanungu"|147661
"2020-08-03"|-1.7493236495|12.8143565733|"GA"|"Haut-Ogoou̩"|147662
"2021-10-10"|-1.7165585133|12.9441660189|"GA"|"Haut-Ogoou̩"|147662
"2001-11-02"|-1.3613949174|29.7679138376|"UG"|"Kisoro"|147661
"2023-07-07"|-2.0796081281|9.4009053867|"GA"|"Ogoou̩-Maritime"|147662
"2023-01-21"|-1.0345543141|29.6805540159|"UG"|"Kabale"|147661
"2023-01-21"|-1.1966392117|29.7223976476|"UG"|"Kabale"|147661
"2023-01-21"|-1.0286628747|29.7634214088|"UG"|"Kabale"|147661
"2014-07-25"|2.5854925966|16.5966773991|"CG"|"Likouala"|147662
"2021-12-01"|-0.9572360685|29.6112496897|"UG"|"Kanungu"|68790
"2009-06-08"|-1.0408918866|29.7996516397|"UG"|"Kanungu"|147661
"2009-06-08"|-1.1136808893|29.6008460239|"UG"|"Kanungu"|147661
"2009-06-08"|-1.1570402418|29.6006166437|"UG"|"Kanungu"|147661
"2009-06-08"|-1.1716077205|29.7854747141|"UG"|"Kanungu"|147661
"2009-06-08"|-1.1308542576|29.691355781|"UG"|"Kanungu"|147661
"2009-06-08"|-1.0545702704|29.7243389533|"UG"|"Kanungu"|147661
"2009-06-08"|-1.044647087|29.7525419302|"UG"|"Kanungu"|147661
"2009-06-08"|-1.1522059502|29.7004066766|"UG"|"Kanungu"|147661
"2009-06-08"|-1.1987749394|29.7075499895|"UG"|"Kanungu"|147661
"2009-06-08"|-1.0800979901|29.6504240182|"UG"|"Kanungu"|147661
"2019-09-27"|||||147662
"2019-10-16"|||||147662
"2019-10-21"|||||147662
"2018-05-03"|-1.0896303787|29.6482327133|"UG"|"Kabale"|147661
"2013-01-27"|-1.457866764|29.4902960692|"RW"|"Iburengerazuba"|147661
"2018-05-27"|-1.1654950204|29.6986859531|"UG"|"Kanungu"|147661
"2021-05-24"|-1.8349045893|12.999589779|"GA"|"Haut-Ogoou̩"|147662
"2016-06-05"|-1.4899754311|29.5620552573|"RW"|"Amajyaruguru"|147661
"2012-06-11"|-1.4967010347|29.4025098411|"RW"|"Amajyaruguru"|147661
"2016-06-03"|-1.0598841186|29.7555484847|"UG"|"Kisoro"|147661
"2010-08-23"|-1.078668275|29.6396779943|"UG"|"Kisoro"|147661
"2012-06-08"|-1.1796449174|29.6995057349|"UG"|"Kisoro"|147661
"2019-04-17"|-1.0932814689|29.7517939295|"UG"|"Kisoro"|147661
"2011-12-26"|-1.5045573464|29.4370614543|"RW"|"Amajyaruguru"|147661
"2019-10-08"|0.40573919|14.6743292931|"CG"|"Cuvette-Ouest"|147662
"2021-11-02"|-0.3736700216|11.7570531911|"GA"|"Ogoou̩-Ivindo"|43580
"2021-06-22"|-1.6244956876|13.1636001222|"GA"|"Haut-Ogoou̩"|43580
"1988-10-21"|-1.4832795308|29.4272424842|"RW"|"Amajyaruguru"|147661
"2006-11-22"|-1.4664182578|29.5113589808|"RW"|"Amajyaruguru"|147661
"2006-11-22"|-1.5833651007|29.4711321259|"RW"|"Amajyaruguru"|147661
"2019-01-25"|-0.958716142|29.783948765|"UG"|"Kanungu"|68790
"2016-02-04"|-0.8463834045|29.6358537601|"UG"|"Kanungu"|147661
"2022-07-17"|-2.171959648|9.4912967922|"GA"|"Ogoou̩-Maritime"|147662
"2015-07-30"|-1.4804055535|29.7295455881|"RW"|"Amajyaruguru"|147661
"2018-12-13"|-1.0914193424|29.6654286161|"UG"|"Kanungu"|147661
"2015-09-14"|-1.1631021246|29.7782659296|"UG"|"Kisoro"|147661
"2023-07-22"|-1.1091688472|29.7393930847|"UG"|"Kabale"|68790
"2023-07-22"|-1.0209557062|29.7376688079|"UG"|"Kanungu"|147661
"2023-07-22"|-1.1732706984|29.6212624712|"UG"|"Kanungu"|147661
"2015-08-10"|-1.4307042871|29.5034291923|"RW"|"Amajyaruguru"|147661
"2015-08-10"|-1.5896453117|29.5223756623|"RW"|"Amajyaruguru"|147661
"2015-08-10"|-1.4358480413|29.472027041|"RW"|"Amajyaruguru"|147661
